Entry	Entry Name	Mass	Length	Gene Names	Organism	Organism (ID)	Protein names
A2AMM0	CAVN4_MOUSE	41008	362	Cavin4 Murc	Mus musculus (Mouse)	10090	Caveolae-associated protein 4 (Muscle-related coiled-coil protein) (Muscle-restricted coiled-coil protein)
A2AMT1	BFSP1_MOUSE	73669	669	Bfsp1	Mus musculus (Mouse)	10090	Filensin (Beaded filament structural protein 1) (Lens fiber cell beaded-filament structural protein CP 95) (CP95) [Cleaved into: Filensin C-terminal fragment; Filensin N-terminal fragment]
A2AN08	UBR4_MOUSE	572290	5180	Ubr4 Kiaa0462 Zubr1	Mus musculus (Mouse)	10090	E3 ubiquitin-protein ligase UBR4 (EC 2.3.2.27) (N-recognin-4) (RING-type E3 ubiquitin transferase UBR4) (Zinc finger UBR1-type protein 1) (p600)
A2ANU3	SYNG1_MOUSE	28456	258	Syndig1 Tmem90b	Mus musculus (Mouse)	10090	Synapse differentiation-inducing gene protein 1 (SynDIG1) (Dispanin subfamily C member 2) (DSPC2) (Transmembrane protein 90B)
A2AP18	PLCH2_MOUSE	164297	1501	Plch2 Plcl4	Mus musculus (Mouse)	10090	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2 (EC 3.1.4.11) (Phosphoinositide phospholipase C-eta-2) (Phosphoinositide phospholipase C-like 4) (PLC-L4) (Phospholipase C-like protein 4) (Phospholipase C-eta-2) (PLC-eta2)
A2APB8	TPX2_MOUSE	85894	745	Tpx2	Mus musculus (Mouse)	10090	Targeting protein for Xklp2
A2APC3	TTLL9_MOUSE	54107	461	Ttll9	Mus musculus (Mouse)	10090	Probable tubulin polyglutamylase TTLL9 (EC 6.3.2.-) (Tubulin--tyrosine ligase-like protein 9)
A2APF3	CTCFL_MOUSE	73108	636	Ctcfl Boris	Mus musculus (Mouse)	10090	Transcriptional repressor CTCFL (Brother of the regulator of imprinted sites) (CCCTC-binding factor) (CTCF paralog) (CTCF-like protein)
A2APM2	A2APM2_MOUSE	85838	780	Cd44	Mus musculus (Mouse)	10090	CD44 antigen (Extracellular matrix receptor III) (GP90 lymphocyte homing/adhesion receptor) (HUTCH-I) (Hermes antigen) (Hyaluronate receptor) (Phagocytic glycoprotein 1) (Phagocytic glycoprotein I)
A2APX8	SCN1A_MOUSE	228800	2009	Scn1a	Mus musculus (Mouse)	10090	Sodium channel protein type 1 subunit alpha (Sodium channel protein brain I subunit alpha) (Sodium channel protein type I subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.1)
A2AQ07	TBB1_MOUSE	50441	451	Tubb1	Mus musculus (Mouse)	10090	Tubulin beta-1 chain
A2AQ19	RTF1_MOUSE	80797	715	Rtf1	Mus musculus (Mouse)	10090	RNA polymerase-associated protein RTF1 homolog
A2AQ25	SKT_MOUSE	213037	1946	Skt Etl4 Kiaa1217	Mus musculus (Mouse)	10090	Sickle tail protein (Enhancer trap locus 4)
A2AQ92	A2AQ92_MOUSE	177132	1551	Duox1	Mus musculus (Mouse)	10090	NAD(P)H oxidase (H2O2-forming) (EC 1.6.3.1)
A2AQ99	A2AQ99_MOUSE	171626	1517	Duox2	Mus musculus (Mouse)	10090	NAD(P)H oxidase (H2O2-forming) (EC 1.6.3.1)
A2AR95	LRAD3_MOUSE	37467	345	Ldlrad3	Mus musculus (Mouse)	10090	Low-density lipoprotein receptor class A domain-containing protein 3
A2ARA8	ITA8_MOUSE	117556	1062	Itga8	Mus musculus (Mouse)	10090	Integrin alpha-8 [Cleaved into: Integrin alpha-8 heavy chain; Integrin alpha-8 light chain]
A2ARI4	LGR4_MOUSE	104150	951	Lgr4 Gpr48	Mus musculus (Mouse)	10090	Leucine-rich repeat-containing G-protein coupled receptor 4 (G-protein coupled receptor 48)
A2ARP1	VIP1_MOUSE	159923	1436	Ppip5k1 Hisppd2a Kiaa0377 Vip1	Mus musculus (Mouse)	10090	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 (EC 2.7.4.24) (Diphosphoinositol pentakisphosphate kinase 1) (Histidine acid phosphatase domain-containing protein 2A) (InsP6 and PP-IP5 kinase 1) (VIP1 homolog)
A2ARP9	CTSR2_MOUSE	68572	588	Catsper2	Mus musculus (Mouse)	10090	Cation channel sperm-associated protein 2 (CatSper2)
A2ARV4	LRP2_MOUSE	519208	4660	Lrp2	Mus musculus (Mouse)	10090	Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin)
A2AS55	ANR16_MOUSE	39776	361	Ankrd16	Mus musculus (Mouse)	10090	Ankyrin repeat domain-containing protein 16
A2AS89	GDAH_MOUSE	38255	358	Agmat Gdah	Mus musculus (Mouse)	10090	Guanidino acid hydrolase, mitochondrial (EC 3.5.3.-) (Arginase, mitochondrial) (EC 3.5.3.1) (Guanidinobutyrase, mitochondrial) (EC 3.5.3.7) (Guanidinopropionase, mitochondrial) (EC 3.5.3.17)
A2ASI5	SCN3A_MOUSE	220880	1947	Scn3a	Mus musculus (Mouse)	10090	Sodium channel protein type 3 subunit alpha (Sodium channel protein brain III subunit alpha) (Sodium channel protein type III subunit alpha) (Voltage-gated sodium channel subtype III) (Voltage-gated sodium channel subunit alpha Nav1.3)
A2ASQ1	AGRIN_MOUSE	207539	1950	Agrn Agrin	Mus musculus (Mouse)	10090	Agrin [Cleaved into: Agrin N-terminal 110 kDa subunit; Agrin C-terminal 110 kDa subunit; Agrin C-terminal 90 kDa fragment (C90); Agrin C-terminal 22 kDa fragment (C22)]
A2ASS6	TITIN_MOUSE	3906488	35213	Ttn	Mus musculus (Mouse)	10090	Titin (EC 2.7.11.1) (Connectin)
A2ASZ8	SCMC2_MOUSE	52621	469	Slc25a25 Kiaa1896 Scamc2	Mus musculus (Mouse)	10090	Mitochondrial adenyl nucleotide antiporter SLC25A25 (Short calcium-binding mitochondrial carrier protein 2) (SCaMC-2) (Solute carrier family 25 member 25)
A2AT37	RENT2_MOUSE	147553	1269	Upf2 RENT2	Mus musculus (Mouse)	10090	Regulator of nonsense transcripts 2 (Up-frameshift suppressor 2 homolog) (Upf2)
A2AT91	A2AT91_MOUSE	100651	883	Plcb4	Mus musculus (Mouse)	10090	Phosphoinositide phospholipase C (EC 3.1.4.11)
A2AU37	RD21L_MOUSE	62670	552	Rad21l1 Gm14160 Rad21l	Mus musculus (Mouse)	10090	Double-strand-break repair protein rad21-like protein 1
A2AUC9	KLH41_MOUSE	68190	606	Klhl41 Kbtbd10	Mus musculus (Mouse)	10090	Kelch-like protein 41 (Kelch repeat and BTB domain-containing protein 10)
A2AUM9	CE152_MOUSE	196534	1736	Cep152 Kiaa0912	Mus musculus (Mouse)	10090	Centrosomal protein of 152 kDa (Cep152)
A2AUU0	METL8_MOUSE	31670	281	Mettl8 Tip	Mus musculus (Mouse)	10090	tRNA N(3)-methylcytidine methyltransferase METTL8, mitochondrial (EC 2.1.1.-) (Methyltransferase-like protein 8) (Tension-induced/inhibited protein) (mRNA N(3)-methylcytidine methyltransferase METTL8) (EC 2.1.1.-)
A2AVA0	SVEP1_MOUSE	387457	3567	Svep1	Mus musculus (Mouse)	10090	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)
A2AVJ5	PRR5L_MOUSE	40982	370	Prr5l Protor2	Mus musculus (Mouse)	10090	Proline-rich protein 5-like (Protein observed with Rictor-2) (Protor-2)
A2AVZ9	S43A3_MOUSE	56034	502	Slc43a3 Eeg1 Enbt1	Mus musculus (Mouse)	10090	Equilibrative nucleobase transporter 1 (Embryonic epithelia gene 1 protein) (Solute carrier family 43 member 3)
A2AWL7	MGAP_MOUSE	328802	3003	Mga Kiaa4252	Mus musculus (Mouse)	10090	MAX gene-associated protein
A2AWP0	BIRC7_MOUSE	31992	285	Birc7 Livin	Mus musculus (Mouse)	10090	Baculoviral IAP repeat-containing protein 7 (EC 2.3.2.27) (Livin) (RING-type E3 ubiquitin transferase BIRC7) [Cleaved into: Baculoviral IAP repeat-containing protein 7 30 kDa subunit (Truncated livin) (p30-Livin) (tLivin)]
A2AX52	CO6A4_MOUSE	250798	2309	Col6a4 Dvwa	Mus musculus (Mouse)	10090	Collagen alpha-4(VI) chain
A2BDX3	MOCS3_MOUSE	49375	460	Mocs3 Uba4	Mus musculus (Mouse)	10090	Adenylyltransferase and sulfurtransferase MOCS3 (Molybdenum cofactor synthesis protein 3) [Includes: Molybdopterin-synthase adenylyltransferase (EC 2.7.7.80) (Adenylyltransferase MOCS3) (Sulfur carrier protein MOCS2A adenylyltransferase); Molybdopterin-synthase sulfurtransferase (EC 2.8.1.11) (Sulfur carrier protein MOCS2A sulfurtransferase) (Sulfurtransferase MOCS3)]
A2BH40	ARI1A_MOUSE	242092	2283	Arid1a Baf250 Baf250a Osa1 Smarcf1	Mus musculus (Mouse)	10090	AT-rich interactive domain-containing protein 1A (ARID domain-containing protein 1A) (BRG1-associated factor 250) (BAF250) (BRG1-associated factor 250a) (BAF250A) (Osa homolog 1) (SWI-like protein) (SWI/SNF complex protein p270) (SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin subfamily F member 1)
A2CG49	KALRN_MOUSE	337000	2964	Kalrn	Mus musculus (Mouse)	10090	Kalirin (EC 2.7.11.1) (Protein Duo) (Serine/threonine-protein kinase with Dbl- and pleckstrin homology domain)
A2CG63	ARI4B_MOUSE	147643	1314	Arid4b Sap180	Mus musculus (Mouse)	10090	AT-rich interactive domain-containing protein 4B (ARID domain-containing protein 4B) (180 kDa Sin3-associated polypeptide) (Sin3-associated polypeptide p180) (Histone deacetylase complex subunit SAP180)
A2RSS9	A2RSS9_MOUSE	13207	117	Ghrl	Mus musculus (Mouse)	10090	Appetite-regulating hormone (Growth hormone secretagogue) (Growth hormone-releasing peptide) (Motilin-related peptide) [Cleaved into: Ghrelin; Obestatin]
A2RST1	MGST2_MOUSE	16786	147	Mgst2 Gst2	Mus musculus (Mouse)	10090	Microsomal glutathione S-transferase 2 (Microsomal GST-2) (EC 2.5.1.18) (Glutathione peroxidase MGST2) (EC 1.11.1.-) (Leukotriene C4 synthase MGST2) (EC 4.4.1.20) (Microsomal glutathione S-transferase II) (Microsomal GST-II)
A2RSY6	TRM1L_MOUSE	80861	728	Trmt1l	Mus musculus (Mouse)	10090	TRMT1-like protein (EC 2.1.1.-)
A2RT67	DEND3_MOUSE	143888	1274	Dennd3 Kiaa0870	Mus musculus (Mouse)	10090	DENN domain-containing protein 3
A2RTF1	CTSRB_MOUSE	126108	1109	Catsperb	Mus musculus (Mouse)	10090	Cation channel sperm-associated auxiliary subunit beta (CatSper-beta)
A3FIN4	AT8B5_MOUSE	135899	1183	Atp8b5 Feta	Mus musculus (Mouse)	10090	Phospholipid-transporting ATPase FetA (EC 7.6.2.1) (ATPase class I type 8B member 2-like protein) (ATPase class I type 8B member 5) (Flippase expressed in testis A)
A3KFM7	CHD6_MOUSE	305397	2711	Chd6 Kiaa1335	Mus musculus (Mouse)	10090	Chromodomain-helicase-DNA-binding protein 6 (CHD-6) (EC 3.6.4.12) (ATP-dependent helicase CHD6)
A3KFX0	5NT1A_MOUSE	40678	365	Nt5c1a	Mus musculus (Mouse)	10090	Cytosolic 5'-nucleotidase 1A (cN1A) (EC 3.1.3.5) (EC 3.1.3.89) (EC 3.1.3.99) (5'-deoxynucleotidase) (Cytosolic 5'-nucleotidase IA) (cN-IA)
A3KG59	P20D2_MOUSE	46482	431	Pm20d2 Acy1l2 Gm424	Mus musculus (Mouse)	10090	Xaa-Arg dipeptidase (EC 3.4.13.4)
A3KG93	A3KG93_MOUSE	94659	873	Kdm1a	Mus musculus (Mouse)	10090	Lysine-specific histone demethylase (EC 1.14.99.66)
A3KGF7	PLCB2_MOUSE	134546	1181	Plcb2	Mus musculus (Mouse)	10090	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2 (EC 3.1.4.11) (Phosphoinositide phospholipase C-beta-2) (Phospholipase C-beta-2) (PLC-beta-2)
A3KGS3	RGPA2_MOUSE	210288	1872	Ralgapa2 Kiaa1272	Mus musculus (Mouse)	10090	Ral GTPase-activating protein subunit alpha-2 (250 kDa substrate of Akt) (AS250) (P220)
A3KGV1	ODFP2_MOUSE	95541	830	Odf2 Odf84	Mus musculus (Mouse)	10090	Outer dense fiber protein 2 (84 kDa outer dense fiber protein) (Cenexin) (Outer dense fiber of sperm tails protein 2)
A3KMN0	A3KMN0_MOUSE	71792	651	Zbtb16	Mus musculus (Mouse)	10090	Zbtb16 protein
A4FUQ5	FPRS4_MOUSE	36294	323	Fpr-rs4	Mus musculus (Mouse)	10090	Formyl peptide receptor-related sequence 4 (N-formylpeptide receptor-like 4)
A4Q9E5	TTLL3_MOUSE	104428	927	Ttll3	Mus musculus (Mouse)	10090	Tubulin monoglycylase TTLL3 (EC 6.3.2.-) (Tubulin--tyrosine ligase-like protein 3)
A4Q9E8	TTLL6_MOUSE	94507	822	Ttll6	Mus musculus (Mouse)	10090	Tubulin polyglutamylase TTLL6 (EC 6.3.2.-) (Protein polyglutamylase TTLL6) (Tubulin--tyrosine ligase-like protein 6)
A4Q9F0	TTLL7_MOUSE	105501	912	Ttll7	Mus musculus (Mouse)	10090	Tubulin polyglutamylase TTLL7 (EC 6.3.2.-) (Tubulin--tyrosine ligase-like protein 7) (mTTLL7)
A4Q9F1	TTLL8_MOUSE	94915	832	Ttll8	Mus musculus (Mouse)	10090	Protein monoglycylase TTLL8 (EC 6.3.2.-) (Tubulin--tyrosine ligase-like protein 8)
A4Q9F3	TTL10_MOUSE	79250	704	Ttll10	Mus musculus (Mouse)	10090	Protein polyglycylase TTLL10 (EC 6.3.2.-) (Tubulin--tyrosine ligase-like protein 10)
A4Q9F4	TTL11_MOUSE	82361	727	Ttll11	Mus musculus (Mouse)	10090	Tubulin polyglutamylase TTLL11 (EC 6.3.2.-) (Tubulin--tyrosine ligase-like protein 11)
A4QPC6	BT2A2_MOUSE	58455	514	Btn2a2	Mus musculus (Mouse)	10090	Butyrophilin subfamily 2 member A2
A4UUI3	GBP4_MOUSE	72042	631	Gbp4	Mus musculus (Mouse)	10090	Guanylate-binding protein 4 (EC 3.6.5.-) (GTP-binding protein 4) (GBP-4) (Guanine nucleotide-binding protein 4)
A5D6P3	A5D6P3_MOUSE	171185	1528	Abcc1	Mus musculus (Mouse)	10090	ABC-type glutathione-S-conjugate transporter (EC 7.6.2.3)
A6H5Y3	METH_MOUSE	139069	1253	Mtr	Mus musculus (Mouse)	10090	Methionine synthase (MS) (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase) (Cobalamin-dependent methionine synthase) (Vitamin-B12 dependent methionine synthase)
A6H630	ARMT1_MOUSE	50549	439	Armt1	Mus musculus (Mouse)	10090	Damage-control phosphatase ARMT1 (EC 3.1.3.-) (Acidic residue methyltransferase 1) (Protein-glutamate O-methyltransferase) (EC 2.1.1.-) (Sugar phosphate phosphatase ARMT1)
A6H639	DRC5_MOUSE	55518	498	Tcte1 D17sil1 Drc5	Mus musculus (Mouse)	10090	Dynein regulatory complex subunit 5 (T-complex-associated testis-expressed protein 1) (Tcte-1)
A6H687	SAC31_MOUSE	46384	427	Sac3d1 Shd1	Mus musculus (Mouse)	10090	SAC3 domain-containing protein 1 (SAC3 homology domain-containing protein 1)
A6H6A9	RBG1L_MOUSE	92404	815	Rabgap1l Hhl Kiaa0471	Mus musculus (Mouse)	10090	Rab GTPase-activating protein 1-like
A6H6E2	MMRN2_MOUSE	105206	943	Mmrn2	Mus musculus (Mouse)	10090	Multimerin-2
A6H8H2	DEN4C_MOUSE	211458	1906	Dennd4c	Mus musculus (Mouse)	10090	DENN domain-containing protein 4C
A6H8H5	KCNB2_MOUSE	102336	907	Kcnb2	Mus musculus (Mouse)	10090	Potassium voltage-gated channel subfamily B member 2 (Voltage-gated potassium channel subunit Kv2.2)
A6X8Z5	RHG31_MOUSE	155276	1425	Arhgap31 Cdgap Kiaa1204	Mus musculus (Mouse)	10090	Rho GTPase-activating protein 31 (Cdc42 GTPase-activating protein)
A6X935	ITIH4_MOUSE	104659	942	Itih4	Mus musculus (Mouse)	10090	Inter alpha-trypsin inhibitor, heavy chain 4 (ITI heavy chain H4) (ITI-HC4) (Inter-alpha-inhibitor heavy chain 4)
A7ISQ0	A7ISQ0_MOUSE	9252	82	Fat1	Mus musculus (Mouse)	10090	Cadherin FAT1 isoform +12
A7ISQ1	A7ISQ1_MOUSE	11356	102	Fat1	Mus musculus (Mouse)	10090	Cadherin FAT1 isoform +32
A7L9Z8	AT2C2_MOUSE	102528	944	Atp2c2 Kiaa0703 Spca2	Mus musculus (Mouse)	10090	Calcium-transporting ATPase type 2C member 2 (ATPase 2C2) (EC 7.2.2.10) (Ca(2+)/Mn(2+)-ATPase 2C2) (Secretory pathway Ca(2+)-transporting ATPase type 2) (SPCA2)
A7M7C7	SKOR2_MOUSE	105616	1008	Skor2 Corl2	Mus musculus (Mouse)	10090	SKI family transcriptional corepressor 2 (Fussel-18 homolog) (LBX1 corepressor 1-like protein) (Ladybird homeobox corepressor 1-like protein) (Transcriptional corepressor Corl2)
A7MCT6	EKI2_MOUSE	44567	385	Etnk2 Tuc1	Mus musculus (Mouse)	10090	Ethanolamine kinase 2 (EKI 2) (EC 2.7.1.82) (Ethanolamine kinase-like protein)
A7RDN6	RNLS_MOUSE	37597	342	Rnls	Mus musculus (Mouse)	10090	Renalase (EC 1.6.3.5) (Monoamine oxidase-C) (MAO-C) (mMAO-C)
A7TZE6	SKIT1_MOUSE	41792	364	Skint1	Mus musculus (Mouse)	10090	Selection and upkeep of intraepithelial T-cells protein 1 (Skint-1) (Immunoglobulin-like and transmembrane domain-containing protein expressed in skin and thymus protein 1)
A7VMS3	A7VMS3_MOUSE	39478	348	H2-M5	Mus musculus (Mouse)	10090	Histocompatibility 2, M region locus 5 (MHC classIb protein M5)
A7VMS4	A7VMS4_MOUSE	42676	374	H2-T22	Mus musculus (Mouse)	10090	MHC classIb T22
A8VU90	ANKL1_MOUSE	58441	534	Ankle1 Ankrd41 Lem3	Mus musculus (Mouse)	10090	Ankyrin repeat and LEM domain-containing protein 1 (EC 3.1.-.-) (Ankyrin repeat domain-containing protein 41) (LEM-domain containing protein 3)
A9Q751	PCDP1_MOUSE	96956	836	Cfap221 Gm101 Pcdp1	Mus musculus (Mouse)	10090	Cilia- and flagella-associated protein 221 (Primary ciliary dyskinesia protein 1)
B0F2B4	NLGN4_MOUSE	97348	945	Nlgn4l Nl4* Nlgn4 Nlgn4x	Mus musculus (Mouse)	10090	Neuroligin 4-like (Neuroligin-4) (NL-4)
B0I563	B0I563_MOUSE	15855	137	H2-M5	Mus musculus (Mouse)	10090	MHC class I like protein M5
B0V2N1	PTPRS_MOUSE	211904	1907	Ptprs	Mus musculus (Mouse)	10090	Receptor-type tyrosine-protein phosphatase S (R-PTP-S) (EC 3.1.3.48) (PTPNU-3) (Receptor-type tyrosine-protein phosphatase sigma) (R-PTP-sigma)
B1AQJ2	UBP36_MOUSE	119913	1098	Usp36 Kiaa1453	Mus musculus (Mouse)	10090	Ubiquitin carboxyl-terminal hydrolase 36 (EC 3.4.19.12) (Deubiquitinating enzyme 36) (Ubiquitin thioesterase 36) (Ubiquitin-specific-processing protease 36)
B1AR17	B1AR17_MOUSE	232746	2055	Chd3	Mus musculus (Mouse)	10090	DNA helicase (EC 3.6.4.12)
B1ARD8	SLFN8_MOUSE	104264	910	Slfn8	Mus musculus (Mouse)	10090	Schlafen family member 8 (EC 3.1.-.-) (Schlafen-8) (mSLFN8)
B1AS29	GRIK3_MOUSE	104051	919	Grik3 Glur7	Mus musculus (Mouse)	10090	Glutamate receptor ionotropic, kainate 3 (GluK3) (Glutamate receptor 7) (GluR-7) (GluR7)
B1ASB6	SPOC1_MOUSE	110815	1015	Spocd1	Mus musculus (Mouse)	10090	SPOC domain-containing protein 1
B1ASP2	B1ASP2_MOUSE	133353	1153	Jak1	Mus musculus (Mouse)	10090	Tyrosine-protein kinase (EC 2.7.10.2)
B1ATG9	TIKI2_MOUSE	57368	517	Trabd2b Gm12824 Hkat Tiki2	Mus musculus (Mouse)	10090	Metalloprotease TIKI2 (EC 3.4.-.-) (Heart, kidney and adipose-enriched transmembrane protein) (TRAB domain-containing protein 2B)
B1AUH1	PTPRU_MOUSE	162494	1446	Ptpru Pcp2 Ptpf	Mus musculus (Mouse)	10090	Receptor-type tyrosine-protein phosphatase U (R-PTP-U) (EC 3.1.3.48) (Ftp-1) (Pancreatic carcinoma phosphatase 2) (PCP-2) (Protein-tyrosine phosphatase-lamda) (PTP-lambda) (PTPlambda) (Receptor-type protein-tyrosine phosphatase psi) (R-PTP-psi)
B1AVY7	KI16B_MOUSE	150058	1312	Kif16b Kiaa1590	Mus musculus (Mouse)	10090	Kinesin-like protein KIF16B
B1AWC8	B1AWC8_MOUSE	75012	659	Pde4b	Mus musculus (Mouse)	10090	Phosphodiesterase (EC 3.1.4.-)
B1AWC9	B1AWC9_MOUSE	83301	736	Pde4b	Mus musculus (Mouse)	10090	Phosphodiesterase (EC 3.1.4.-)
B1AWD0	B1AWD0_MOUSE	64302	564	Pde4b	Mus musculus (Mouse)	10090	Phosphodiesterase (EC 3.1.4.-)
B1AWD1	B1AWD1_MOUSE	46126	402	Pde4b	Mus musculus (Mouse)	10090	3',5'-cyclic-AMP phosphodiesterase (EC 3.1.4.53)
B1AWL2	ZN462_MOUSE	282713	2495	Znf462 Zfp462	Mus musculus (Mouse)	10090	Zinc finger protein 462 (Zinc finger PBX1-interacting protein) (ZFPIP)
B1AWN4	AT10B_MOUSE	166437	1474	Atp10b	Mus musculus (Mouse)	10090	Phospholipid-transporting ATPase VB (EC 7.6.2.1)
B1AWN6	SCN2A_MOUSE	227945	2006	Scn2a Scn2a1	Mus musculus (Mouse)	10090	Sodium channel protein type 2 subunit alpha (Voltage-gated sodium channel subunit alpha Nav1.2)
B1AWS8	B1AWS8_MOUSE	125800	1123	Tek	Mus musculus (Mouse)	10090	receptor protein-tyrosine kinase (EC 2.7.10.1)
B1AXD8	AKIR2_MOUSE	22113	201	Akirin2	Mus musculus (Mouse)	10090	Akirin-2
B1AY10	NFX1_MOUSE	123811	1114	Nfx1	Mus musculus (Mouse)	10090	Transcriptional repressor NF-X1 (m-Nfx.1) (EC 2.3.2.-) (Nuclear transcription factor, X box-binding protein 1)
B1AY15	UBP51_MOUSE	74783	661	Usp51	Mus musculus (Mouse)	10090	Ubiquitin carboxyl-terminal hydrolase 51 (EC 3.4.19.12) (Deubiquitinating enzyme 51)
B1AZ99	OTUD3_MOUSE	44576	396	Otud3	Mus musculus (Mouse)	10090	OTU domain-containing protein 3 (EC 3.4.19.12)
B1AZI6	THOC2_MOUSE	182773	1594	Thoc2	Mus musculus (Mouse)	10090	THO complex subunit 2 (Tho2)
B1AZP2	DLGP4_MOUSE	108037	992	Dlgap4 Kiaa0964 Sapap4	Mus musculus (Mouse)	10090	Disks large-associated protein 4 (DAP-4) (PSD-95/SAP90-binding protein 4) (SAP90/PSD-95-associated protein 4) (SAPAP-4)
B1B0V2	EZHIP_MOUSE	61798	589	Ezhip AU022751 KIP75	Mus musculus (Mouse)	10090	EZH inhibitory protein (K27M-like inhibitor of PRC2)
B2KF05	BRPF3_MOUSE	135294	1204	Brpf3	Mus musculus (Mouse)	10090	Bromodomain and PHD finger-containing protein 3
B2MWM9	B2MWM9_MOUSE	47995	416	Calr	Mus musculus (Mouse)	10090	Calreticulin
B2RPW6	B2RPW6_MOUSE	46442	426	Smad7	Mus musculus (Mouse)	10090	Mothers against decapentaplegic homolog (MAD homolog) (Mothers against DPP homolog) (SMAD family member)
B2RPY5	GP161_MOUSE	60303	545	Gpr161 Gm208	Mus musculus (Mouse)	10090	G-protein coupled receptor 161
B2RQC6	PYR1_MOUSE	243238	2225	Cad	Mus musculus (Mouse)	10090	CAD protein [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)]
B2RQL2	STOX1_MOUSE	108902	990	Stox1	Mus musculus (Mouse)	10090	Storkhead-box protein 1
B2RQR8	ECE2_MOUSE	86231	763	Ece2	Mus musculus (Mouse)	10090	Endothelin-converting enzyme 2 (ECE-2) (EC 3.4.24.71)
B2RR30	B2RR30_MOUSE	91769	813	Kat2b	Mus musculus (Mouse)	10090	Histone acetyltransferase (EC 2.3.1.48)
B2RR83	YTDC2_MOUSE	161092	1445	Ythdc2	Mus musculus (Mouse)	10090	3'-5' RNA helicase YTHDC2 (EC 3.6.4.13) (Keen to exit meiosis leaving testes under-populated protein) (Ketu) (YTH domain-containing protein C2) (mYTHDC2)
B2RRD7	BRPF1_MOUSE	137310	1212	Brpf1	Mus musculus (Mouse)	10090	Peregrin (Bromodomain and PHD finger-containing protein 1)
B2RRE7	OTUD4_MOUSE	123055	1107	Otud4 Kiaa1046	Mus musculus (Mouse)	10090	OTU domain-containing protein 4 (EC 3.4.19.12)
B2RS91	RRN3_MOUSE	74518	656	Rrn3	Mus musculus (Mouse)	10090	RNA polymerase I-specific transcription initiation factor RRN3
B2RSH2	GNAI1_MOUSE	40361	354	Gnai1 Gnai-1	Mus musculus (Mouse)	10090	Guanine nucleotide-binding protein G(i) subunit alpha-1 (Adenylate cyclase-inhibiting G alpha protein)
B2RU80	PTPRB_MOUSE	224495	1998	Ptprb	Mus musculus (Mouse)	10090	Receptor-type tyrosine-protein phosphatase beta (Protein-tyrosine phosphatase beta) (R-PTP-beta) (EC 3.1.3.48) (Vascular endothelial protein tyrosine phosphatase) (VE-PTP)
B2RUG9	B2RUG9_MOUSE	310880	2842	Apc	Mus musculus (Mouse)	10090	APC, WNT signaling pathway regulator (Adenomatosis polyposis coli)
B2RUJ5	APBA1_MOUSE	92909	842	Apba1 Mint1 mLin-10 X11	Mus musculus (Mouse)	10090	Amyloid-beta A4 precursor protein-binding family A member 1 (Adapter protein X11alpha) (Neuron-specific X11 protein) (Neuronal Munc18-1-interacting protein 1) (Mint-1)
B2RUP2	UN13D_MOUSE	123119	1085	Unc13d	Mus musculus (Mouse)	10090	Protein unc-13 homolog D (Munc13-4)
B2RUR8	OTU7B_MOUSE	91983	840	Otud7b	Mus musculus (Mouse)	10090	OTU domain-containing protein 7B (EC 3.4.19.12) (Cellular zinc finger anti-NF-kappa-B protein) (Zinc finger A20 domain-containing protein 1) (Zinc finger protein Cezanne)
B2RUS7	B2RUS7_MOUSE	178071	1588	Abcc8	Mus musculus (Mouse)	10090	ATP-binding cassette, sub-family C (CFTR/MRP), member 8
B2RVY9	TM182_MOUSE	25845	229	Tmem182	Mus musculus (Mouse)	10090	Transmembrane protein 182
B2RW38	CFA58_MOUSE	103524	873	Cfap58	Mus musculus (Mouse)	10090	Cilia- and flagella-associated protein 58
B2RWS1	B2RWS1_MOUSE	36057	311	H2-M2	Mus musculus (Mouse)	10090	H2-M2 protein
B2RWS6	EP300_MOUSE	263305	2412	Ep300 P300	Mus musculus (Mouse)	10090	Histone acetyltransferase p300 (p300 HAT) (EC 2.3.1.48) (E1A-associated protein p300) (Histone butyryltransferase p300) (EC 2.3.1.-) (Histone crotonyltransferase p300) (EC 2.3.1.-) (Protein 2-hydroxyisobutyryltransferase p300) (EC 2.3.1.-) (Protein lactyltransferas p300) (EC 2.3.1.-) (Protein propionyltransferase p300) (EC 2.3.1.-)
B2RX12	MRP3_MOUSE	169223	1523	Abcc3 Cmoat2 Mrp3	Mus musculus (Mouse)	10090	ATP-binding cassette sub-family C member 3 (EC 7.6.2.-) (EC 7.6.2.2) (EC 7.6.2.3) (Canalicular multispecific organic anion transporter 2) (Multidrug resistance-associated protein 3)
