MitoCarta3.0_List	MitoCarta3.0_Evidence	MitoCarta3.0_SubMitoLocalization	MitoCarta3.0_MitoPathways	Uniprot	HPA_Main_Location_2020 (Reliability)
MitoCarta3.0	"literature, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	MIM	"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones"	P35232	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, mito protein domain, induction, coexpression, MS/MS++"	Matrix	Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism	Q6NVY1	Mitochondria;Nucleoplasm (Approved)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS+"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Q9Y399	Mitochondria (Supported)
MitoCarta3.0	"APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++"	Matrix	Metabolism > Metals and cofactors > Fe-S cluster biosynthesis	P38646	Mitochondria (Supported)
MitoCarta3.0	"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, coexpression, MS/MS"	MIM	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	Q15526	
MitoCarta3.0	"literature, APEX_IMS, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	Matrix	Metabolism > Detoxification > ROS and glutathione metabolism	P30048	
MitoCarta3.0	"literature, APEX_IMS, targetP signal+, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS"	MIM	Mitochondrial dynamics and surveillance > Apoptosis	Q9H3K2	Mitochondria (Supported)
MitoCarta3.0	"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, coexpression, MS/MS+"	Matrix	Mitochondrial central dogma > Translation	Q8N442	Mitochondria;Nucleoplasm (Approved)
MitoCarta3.0	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS++"	MIM	"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones | Protein import, sorting and homeostasis > Protein import and sorting"	Q9Y5L4	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, yeast mito homolog, mito protein domain+, induction, coexpression, MS/MS++"	Matrix	Metabolism > Metals and cofactors > Fe-S cluster biosynthesis	Q9HD34	Nuclear bodies (Supported)
MitoCarta3.0	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS+"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Q9NX20	
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Q9NQ50	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	Matrix	Metabolism > Carbohydrate metabolism > TCA cycle	P51553	Mitochondria;Nucleoli (Approved)
MitoCarta3.0	"literature, targetP signal+, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS+"	MIM	OXPHOS > Complex II > CII subunits | Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Metals and cofactors > Heme-containing proteins | OXPHOS > OXPHOS subunits	Q99643	
MitoCarta3.0	"literature, APEX_IMS, APEX_matrix, targetP signal+, mito protein domain+, induction, coexpression++, MS/MS+"	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits	O43674	Mitochondria (Supported)
MitoCarta3.0	"GFP, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression, MS/MS"	Matrix	OXPHOS > Complex II > CII assembly factors | OXPHOS > OXPHOS assembly factors	Q9NX18	Cytosol;Mitochondria (Approved)
MitoCarta3.0	"targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, induction, MS/MS++"	MIM	Metabolism > Metals and cofactors > Coenzyme Q metabolism	Q96MF6	Cytosol (Approved)
MitoCarta3.0	"APEX_matrix, targetP signal+, mito protein domain, induction, coexpression++, MS/MS++"	Matrix	0	P30042	Mitochondria (Approved)
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS+"	Matrix	Metabolism > Vitamin metabolism > Vitamin C metabolism | Metabolism > Detoxification > ROS and glutathione metabolism	Q99757	Mitochondria (Enhanced)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Q9NVS2	
MitoCarta3.0	"literature, APEX_IMS, APEX_matrix, targetP signal, mito protein domain+, induction, coexpression++, MS/MS++"	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	P09669	Mitochondria (Enhanced)
MitoCarta3.0	"literature, APEX_IMS, APEX_matrix, targetP signal, mito protein domain+, induction, coexpression++, MS/MS++"	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits	Q9Y6M9	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_IMS, yeast mito homolog+, mito protein domain+, induction, coexpression+, MS/MS++"	MOM	Small molecule transport > SLC25A family | Mitochondrial dynamics and surveillance > Fusion	Q9Y6C9	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, mito protein domain+, induction, coexpression++, MS/MS++"	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits	P56556	
MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++"	MIM	Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Metals and cofactors > Carnitine synthesis and transport | Metabolism > Metals and cofactors > Carnitine shuttle | Small molecule transport > SLC25A family	O43772	Cytosol;Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, induction, coexpression, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Q9BYD6	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog, mito protein domain, induction, coexpression++, MS/MS++"	MIM	"Protein import, sorting and homeostasis > Protein import and sorting > Import motor"	O43615	Mitochondria (Enhanced)
MitoCarta3.0	"literature, APEX_IMS, yeast mito homolog, mito protein domain+, induction, coexpression++, MS/MS++"	IMS	OXPHOS > Complex IV > CIV assembly factors | Metabolism > Metals and cofactors > Copper metabolism | OXPHOS > OXPHOS assembly factors	Q14061	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_IMS, yeast mito homolog, mito protein domain+, induction, coexpression++, MS/MS++"	MIM	Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex	Q5TGZ0	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, MS/MS++"	Matrix	Metabolism > Detoxification > ROS and glutathione metabolism	P04179	Mitochondria (Enhanced)
MitoCarta3.0	"literature, APEX_IMS, yeast mito homolog+, mito protein domain+, coexpression++, MS/MS++"	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	P14854	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_IMS, yeast mito homolog+, mito protein domain+, coexpression++, MS/MS++"	MOM	Signaling > Calcium homeostasis > Mitochondrial permeability transition pore | Mitochondrial dynamics and surveillance > Organelle contact sites | Small molecule transport	P21796	Vesicles (Uncertain)
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++"	Matrix	"Protein import, sorting and homeostasis > Protein homeostasis > Proteases"	Q16740	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Lysine metabolism	Q16836	Mitochondria (Supported)
MitoCarta3.0	"literature, targetP signal+, mito protein domain+, induction, coexpression+, MS/MS++"	MIM	Metabolism > Lipid metabolism > Fatty acid oxidation	P28330	
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++"	Matrix	Metabolism > Carbohydrate metabolism > Ketone metabolism | Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Lysine metabolism	P24752	Mitochondria (Enhanced)
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression+, MS/MS"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	Q96EH3	Mitochondria (Enhanced)
MitoCarta3.0	"literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++"	Matrix	"Protein import, sorting and homeostasis > Protein homeostasis > Proteases"	O76031	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, mito protein domain+, coexpression++, MS/MS++"	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits	O43181	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Q9BYD3	
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, induction, coexpression, MS/MS++"	Matrix	Signaling > Immune response	Q07021	Plasma membrane (Approved)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, coexpression, MS/MS++"	Matrix	"Protein import, sorting and homeostasis > Protein homeostasis > Proteases"	Q5JRX3	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog, mito protein domain+, coexpression++, MS/MS++"	MIM	OXPHOS > Complex III > CIII assembly factors | OXPHOS > OXPHOS assembly factors	Q9NVA1	Plasma membrane (Approved)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, mito protein domain+, induction, coexpression++, MS/MS+"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Q7Z7F7	
MitoCarta3.0	"APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications	Q6IN84	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Lipid metabolism > Type II fatty acid synthesis	Q9BV79	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog++, induction, coexpression+, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Q9H9J2	Mitochondria (Approved)
MitoCarta3.0	"APEX_matrix, GFP, Rickettsial homolog, mito protein domain+, induction, coexpression+, MS/MS++"	Matrix	0	Q6YN16	Mitochondria (Enhanced)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	O60783	Mitochondria;Nuclear membrane (Supported)
MitoCarta3.0	"literature, targetP signal+, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++"	MIM	Small molecule transport > ABC transporters	Q9NUT2	Mitochondria (Supported)
MitoCarta3.0	"literature, targetP signal, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS"	Matrix	OXPHOS > Complex V > CV assembly factors | OXPHOS > OXPHOS assembly factors	Q8N5M1	Cytosol (Enhanced)
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, mito protein domain, induction, coexpression++, MS/MS++"	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits	Q16795	Mitochondria;Nucleoplasm (Supported)
MitoCarta3.0	"APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression+, MS/MS"	IMS	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	Q5JTJ3	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, coexpression++, MS/MS"	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid | Mitochondrial central dogma > mtRNA metabolism > Transcription	O00411	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS++"	Matrix	Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins	Q9H1K1	Cytosol (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog, mito protein domain, induction, coexpression++, MS/MS++"	Matrix	0	Q8WWV3	
MitoCarta3.0	"APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain+, MS/MS++"	Matrix	Metabolism > Carbohydrate metabolism > TCA cycle	Q9ULD0	Nucleoli fibrillar center (Approved)
MitoCarta3.0	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, MS/MS++"	MIM	OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits	P36542	
MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, MS/MS++"	Matrix	Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex	O14874	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Translation factors	Q969S9	Mitochondria (Approved)
MitoCarta3.0	"APEX_matrix, GFP, mito protein domain+, induction, coexpression++, MS/MS++"	MIM	OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors	Q9P032	Mitochondria (Supported)
MitoCarta3.0	"APEX_matrix, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++"	MIM	Small molecule transport > SLC25A family	Q3KQZ1	Mitochondria;Vesicles (Approved)
MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++"	MIM	Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Metabolism > Carbohydrate metabolism > TCA-associated | Small molecule transport > SLC25A family	Q02978	
MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++"	MIM	"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones | Protein import, sorting and homeostasis > Protein import and sorting"	Q9Y5J9	
MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Lipid metabolism > Type II fatty acid synthesis	Q8IVS2	Mitochondria (Supported)
MitoCarta3.0	"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Metals and cofactors > Fe-S cluster biosynthesis	Q5T440	Mitochondria (Supported)
MitoCarta3.0	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++"	MIM	"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones"	Q99623	Mitochondria (Enhanced)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, coexpression, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	P51398	Mitochondria;Nucleoplasm (Supported)
MitoCarta3.0	"APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS+"	IMS	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	Q9NRP2	Mitochondria (Supported)
